Timestamp,Source,Direction,Message
12:24:02.735,COM15,RX,FC37  unit=3  [CRC FAIL calc=902C recv=D0DB]
12:24:02.735,COM15,   ,RAW: 03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 40 CF 01 03 61 B4 00 01 DB D0
12:24:02.767,COM15,RX,Read Holding Regs  unit=1  [CRC OK]
12:24:02.767,COM15,   ,RAW: 01 03 02 00 7C B9 A5
12:24:03.791,COM15,RX,Read Holding Regs  unit=1  addr=16  qty=18  [CRC OK]
12:24:03.791,COM15,   ,RAW: 01 03 00 10 00 12 C4 02
12:24:03.966,COM15,RX,Read Holding Regs  unit=1  addr=9216  qty=83  [CRC FAIL calc=02A4 recv=19A4]
12:24:03.966,COM15,   ,RAW: 01 03 24 00 00 53 72 00 00 53 86 00 00 52 A8 00 02 E7 74 00 02 EA 48 00 02 EA BE 00 05 08 41 00 05 0E A2 00 05 0A E5 3E E2 01 03 00 66 00 10 A4 19
12:24:04.094,COM15,RX,Read Holding Regs  unit=1  addr=8192  qty=4756  [CRC OK]
12:24:04.094,COM15,   ,RAW: 01 03 20 00 12 94 84 00 00 00 00 00 12 98 88 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C3 8C 4A F6
12:24:04.126,COM15,RX,Read Holding Regs  unit=1  addr=166  qty=36  [CRC OK]
12:24:04.126,COM15,   ,RAW: 01 03 00 A6 00 24 A5 F2
12:24:04.350,COM15,RX,Read Holding Regs  unit=1  addr=18441  qty=47473  [CRC FAIL calc=3829 recv=00C1]
