Timestamp,Direction,Frame,Parsed,Status
12:16:15.124,RX,0000 48F7 0000 4933 0000 48CA 0002 E403 0002 E839 0002 E799 0005 03C4 0005 0A98 0005 0478,"[0, 18679, 0, 18739, 0, 18634, 2, 58371, 2, 59449, 2, 59289, 5, 964, 5, 2712, 5, 1144]",OK
12:16:44.834,TX,01 03 00 64 00 64 00 00,FC03 Read Holding Regs  addr=100  qty=100,OK
12:16:45.035,RX,,[],OK
12:16:47.113,TX,01 03 00 64 00 64 00 00,FC03 Read Holding Regs  addr=100  qty=100,OK
12:16:47.284,RX,0000 494A 0000 49D2 0000 495B 0002 E6E3 0002 E898 0002 E822 0005 0726 0005 0A09 0005 0832,"[0, 18762, 0, 18898, 0, 18779, 2, 59107, 2, 59544, 2, 59426, 5, 1830, 5, 2569, 5, 2098]",OK
12:17:01.618,TX,01 03 00 00 00 64 00 00,FC03 Read Holding Regs  addr=0  qty=100,OK
12:17:03.344,RX,,[],OK
12:17:04.541,TX,01 03 00 00 00 64 00 00,FC03 Read Holding Regs  addr=0  qty=100,OK
12:17:05.224,RX,0000 496D 0000 498A 0000 4931 0000 0282 0000 00D9 0000 018A 0000 494F 0000 0048 0000 490E 0000 4916 0000 48A7 0002 E5A6 0002 E911 0002 E91E 0005 05BF 0005 0C60 0005 07A1 0000 01D4 0000 0390 0002 E768 0000 009C 0000 0000 0000 0000 0000 0000 0005 6820 0000 0000 0005 7114 0000 0000 0005 6935 0000 0000 0005 682A 0000 0000 0005 717E 0000 0000 0005 6936 0000 0000 0000 03E8 0000 03E8 0000 03E8 0000 0000 0000 0000 0000 0000 0000 0A2D 0000 0000 0000 0000 0000 0000 0000 21E5 0000 0000 0000 0000 0000 0000,"[0, 18797, 0, 18826, 0, 18737, 0, 642, 0, 217, 0, 394, 0, 18767, 0, 72, 0, 18702, 0, 18710, 0, 18599, 2, 58790, 2, 59665, 2, 59678, 5, 1471, 5, 3168, 5, 1953, 0, 468, 0, 912, 2, 59240, 0, 156, 0, 0, 0, 0, 0, 0, 5, 26656, 0, 0, 5, 28948, 0, 0, 5, 26933, 0, 0, 5, 26666, 0, 0, 5, 29054, 0, 0, 5, 26934, 0, 0, 0, 1000, 0, 1000, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 2605, 0, 0, 0, 0, 0, 0, 0, 8677, 0, 0, 0, 0, 0, 0]",OK
12:18:57.156,INF,Disconnected,,OK
12:49:12.472,INF,Disconnected,,OK
