line_index,raw_line,subframe_index,start_byte,end_byte,uid,pdu_hex,crc_calc,valid
63,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 EC 94 01 03 61 B4 00 01 DB D0,0,45,52,1,03 61 B4 00 01,D0DB,OK
65,01 03 02 00 7C B9 A5,0,0,6,1,03 02 00 7C,A5B9,OK
67,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
69,01 03 24 00 00 52 66 00 00 52 B1 00 00 51 F4 00 02 E4 E2 00 02 E8 EF 00 02 E9 0E 00 05 04 AC 00 05 0C 95 00 05 06 D2 57 3E 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 52 66 00 00 52 B1 00 00 51 F4 00 02 E4 E2 00 02 E8 EF 00 02 E9 0E 00 05 04 AC 00 05 0C 95 00 05 06 D2,3E57,OK
69,01 03 24 00 00 52 66 00 00 52 B1 00 00 51 F4 00 02 E4 E2 00 02 E8 EF 00 02 E9 0E 00 05 04 AC 00 05 0C 95 00 05 06 D2 57 3E 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
71,01 03 20 00 12 5D AF 00 00 00 00 00 12 5E 88 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 59 49 15 17 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 5D AF 00 00 00 00 00 12 5E 88 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 59 49,1715,OK
71,01 03 20 00 12 5D AF 00 00 00 00 00 12 5E 88 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 59 49 15 17 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
75,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 96 A0 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
75,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 96 A0 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
77,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
79,01 03 24 00 00 52 AC 00 00 52 DD 00 00 53 0E 00 02 E8 D1 00 02 EA 8B 00 02 E9 33 00 05 0A FB 00 05 0C 63 00 05 0A 8E 3E 73 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 52 AC 00 00 52 DD 00 00 53 0E 00 02 E8 D1 00 02 EA 8B 00 02 E9 33 00 05 0A FB 00 05 0C 63 00 05 0A 8E,733E,OK
79,01 03 24 00 00 52 AC 00 00 52 DD 00 00 53 0E 00 02 E8 D1 00 02 EA 8B 00 02 E9 33 00 05 0A FB 00 05 0C 63 00 05 0A 8E 3E 73 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
81,01 03 20 00 12 80 A7 00 00 00 00 00 12 82 5D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7F 76 4C F5 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 80 A7 00 00 00 00 00 12 82 5D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7F 76,F54C,OK
81,01 03 20 00 12 80 A7 00 00 00 00 00 12 82 5D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7F 76 4C F5 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
85,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 88 55 82 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
85,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 88 55 82 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
87,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
89,01 03 24 00 00 53 AA 00 00 53 F6 00 00 51 FA 00 02 E8 F9 00 02 EA 03 00 02 E8 38 00 05 0B 20 00 05 0A 96 00 05 09 E0 56 B4,0,0,40,1,03 24 00 00 53 AA 00 00 53 F6 00 00 51 FA 00 02 E8 F9 00 02 EA 03 00 02 E8 38 00 05 0B 20 00 05 0A 96 00 05 09 E0,B456,OK
91,01 03 00 66 00 10 A4 19,0,0,7,1,03 00 66 00 10,19A4,OK
93,01 03 20 00 12 8A 49 00 00 00 00 00 12 8F 6A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 D7 76 E0 EA,0,0,36,1,03 20 00 12 8A 49 00 00 00 00 00 12 8F 6A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 D7 76,EAE0,OK
95,01 03 00 A6 00 24 A5 F2,0,0,7,1,03 00 A6 00 24,F2A5,OK
99,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 88 DC DE 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,29,59,114,2A 00 00 00 02 00 08 CF 46 00 00 13 88 DC DE 01 03 61 B4 00 01 DB D0 01 03 02 00 7C,A5B9,OK
101,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
103,01 03 24 00 00 52 F5 00 00 53 1C 00 00 52 1A 00 02 E6 35 00 02 E9 2B 00 02 E9 AA 00 05 06 29 00 05 0C D0 00 05 08 DB C2 64 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 52 F5 00 00 53 1C 00 00 52 1A 00 02 E6 35 00 02 E9 2B 00 02 E9 AA 00 05 06 29 00 05 0C D0 00 05 08 DB,64C2,OK
103,01 03 24 00 00 52 F5 00 00 53 1C 00 00 52 1A 00 02 E6 35 00 02 E9 2B 00 02 E9 AA 00 05 06 29 00 05 0C D0 00 05 08 DB C2 64 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
105,01 03 20 00 12 73 96 00 00 00 00 00 12 76 E3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B0 97 51 35,0,0,36,1,03 20 00 12 73 96 00 00 00 00 00 12 76 E3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B0 97,3551,OK
107,01 03 00 A6 00 24 A5 F2,0,0,7,1,03 00 A6 00 24,F2A5,OK
111,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 88 76 BA 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,44,51,186,01 03 61 B4 00,DB01,OK
111,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 88 76 BA 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
113,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
115,01 03 24 00 00 52 81 00 00 52 77 00 00 52 44 00 02 E6 87 00 02 E9 E2 00 02 E9 10 00 05 07 A5 00 05 0C BE 00 05 08 30 40 F5 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 52 81 00 00 52 77 00 00 52 44 00 02 E6 87 00 02 E9 E2 00 02 E9 10 00 05 07 A5 00 05 0C BE 00 05 08 30,F540,OK
115,01 03 24 00 00 52 81 00 00 52 77 00 00 52 44 00 02 E6 87 00 02 E9 E2 00 02 E9 10 00 05 07 A5 00 05 0C BE 00 05 08 30 40 F5 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
117,01 03 20 00 12 65 76 00 00 00 00 00 12 66 1C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4D F9 83 4C 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 65 76 00 00 00 00 00 12 66 1C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4D F9,4C83,OK
117,01 03 20 00 12 65 76 00 00 00 00 00 12 66 1C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4D F9 83 4C 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
121,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 0A 21 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
121,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 0A 21 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
123,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
125,01 03 24 00 00 52 9F 00 00 53 3A 00 00 52 9C 00 02 E8 EE 00 02 EA D0 00 02 E9 D4 00 05 0B 09 00 05 0D 5F 00 05 0A E1 8A E7 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 52 9F 00 00 53 3A 00 00 52 9C 00 02 E8 EE 00 02 EA D0 00 02 E9 D4 00 05 0B 09 00 05 0D 5F 00 05 0A E1,E78A,OK
125,01 03 24 00 00 52 9F 00 00 53 3A 00 00 52 9C 00 02 E8 EE 00 02 EA D0 00 02 E9 D4 00 05 0B 09 00 05 0D 5F 00 05 0A E1 8A E7 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
127,01 03 20 00 12 81 86 00 00 00 00 00 12 90 13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 CA 6A E9 FB,0,0,36,1,03 20 00 12 81 86 00 00 00 00 00 12 90 13 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 CA 6A,FBE9,OK
129,01 03 00 A6 00 24 A5 F2,0,0,7,1,03 00 A6 00 24,F2A5,OK
135,01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,0,7,1,03 61 B4 00 01,D0DB,OK
135,01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,8,14,1,03 02 00 7C,A5B9,OK
137,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
139,01 03 24 00 00 53 67 00 00 53 5E 00 00 52 A3 00 02 E9 16 00 02 EA 2A 00 02 EA 2F 00 05 0A 56 00 05 0C F3 00 05 0C 27 2D E5,0,0,40,1,03 24 00 00 53 67 00 00 53 5E 00 00 52 A3 00 02 E9 16 00 02 EA 2A 00 02 EA 2F 00 05 0A 56 00 05 0C F3 00 05 0C 27,E52D,OK
141,01 03 00 66 00 10 A4 19,0,0,7,1,03 00 66 00 10,19A4,OK
143,01 03 20 00 12 8E 05 00 00 00 00 00 12 93 18 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DB A3 A6 81,0,0,36,1,03 20 00 12 8E 05 00 00 00 00 00 12 93 18 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DB A3,81A6,OK
145,01 03 00 A6 00 24 A5 F2,0,0,7,1,03 00 A6 00 24,F2A5,OK
149,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 88 F6 53 01 03 61 B4 00 01 DB D0,0,45,52,1,03 61 B4 00 01,D0DB,OK
151,01 03 02 00 7C B9 A5,0,0,6,1,03 02 00 7C,A5B9,OK
153,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
155,01 03 24 00 00 52 A1 00 00 52 D0 00 00 52 22 00 02 E5 4A 00 02 E9 91 00 02 E9 C2 00 05 05 79 00 05 0D E5 00 05 07 B8 19 B4 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 52 A1 00 00 52 D0 00 00 52 22 00 02 E5 4A 00 02 E9 91 00 02 E9 C2 00 05 05 79 00 05 0D E5 00 05 07 B8,B419,OK
155,01 03 24 00 00 52 A1 00 00 52 D0 00 00 52 22 00 02 E5 4A 00 02 E9 91 00 02 E9 C2 00 05 05 79 00 05 0D E5 00 05 07 B8 19 B4 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
157,01 03 20 00 12 6A DB 00 00 00 00 00 12 6C 74 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7A D6 D4 11 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 6A DB 00 00 00 00 00 12 6C 74 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7A D6,11D4,OK
157,01 03 20 00 12 6A DB 00 00 00 00 00 12 6C 74 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7A D6 D4 11 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
161,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 06 53 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
161,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 06 53 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
163,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
165,01 03 24 00 00 52 BF 00 00 52 BB 00 00 52 2A 00 02 E6 1D 00 02 EA 26 00 02 E9 70 00 05 0A 88 00 05 0D 0B 00 05 0A 3B 78 2A 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 52 BF 00 00 52 BB 00 00 52 2A 00 02 E6 1D 00 02 EA 26 00 02 E9 70 00 05 0A 88 00 05 0D 0B 00 05 0A 3B,2A78,OK
165,01 03 24 00 00 52 BF 00 00 52 BB 00 00 52 2A 00 02 E6 1D 00 02 EA 26 00 02 E9 70 00 05 0A 88 00 05 0D 0B 00 05 0A 3B 78 2A 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
167,01 03 20 00 12 6E 3F 00 00 00 00 00 12 84 78 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 62 EB B3 43 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 6E 3F 00 00 00 00 00 12 84 78 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 62 EB,43B3,OK
167,01 03 20 00 12 6E 3F 00 00 00 00 00 12 84 78 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 62 EB B3 43 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
171,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 D9 CB 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
171,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 D9 CB 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
173,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
175,01 03 24 00 00 53 4F 00 00 53 BC 00 00 52 C3 00 02 E9 69 00 02 EA CD 00 02 E9 46 00 05 0B EA 00 05 0C 71 00 05 0B 2C 5A 71 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 53 4F 00 00 53 BC 00 00 52 C3 00 02 E9 69 00 02 EA CD 00 02 E9 46 00 05 0B EA 00 05 0C 71 00 05 0B 2C,715A,OK
175,01 03 24 00 00 53 4F 00 00 53 BC 00 00 52 C3 00 02 E9 69 00 02 EA CD 00 02 E9 46 00 05 0B EA 00 05 0C 71 00 05 0B 2C 5A 71 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
177,01 03 20 00 12 97 3D 00 00 00 00 00 12 9A 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AA 2D 14 F0,0,0,36,1,03 20 00 12 97 3D 00 00 00 00 00 12 9A 48 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AA 2D,F014,OK
179,01 03 00 A6 00 24 A5 F2,0,0,7,1,03 00 A6 00 24,F2A5,OK
183,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 40 CF 01 03 61 B4 00 01 DB D0,0,45,52,1,03 61 B4 00 01,D0DB,OK
185,01 03 02 00 7C B9 A5,0,0,6,1,03 02 00 7C,A5B9,OK
187,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
189,01 03 24 00 00 53 72 00 00 53 86 00 00 52 A8 00 02 E7 74 00 02 EA 48 00 02 EA BE 00 05 08 41 00 05 0E A2 00 05 0A E5 3E E2 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 53 72 00 00 53 86 00 00 52 A8 00 02 E7 74 00 02 EA 48 00 02 EA BE 00 05 08 41 00 05 0E A2 00 05 0A E5,E23E,OK
189,01 03 24 00 00 53 72 00 00 53 86 00 00 52 A8 00 02 E7 74 00 02 EA 48 00 02 EA BE 00 05 08 41 00 05 0E A2 00 05 0A E5 3E E2 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
191,01 03 20 00 12 94 84 00 00 00 00 00 12 98 88 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C3 8C 4A F6,0,0,36,1,03 20 00 12 94 84 00 00 00 00 00 12 98 88 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C3 8C,F64A,OK
193,01 03 00 A6 00 24 A5 F2,0,0,7,1,03 00 A6 00 24,F2A5,OK
197,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 30 3F 01 03 61 B4 00 01 DB D0,0,45,52,1,03 61 B4 00 01,D0DB,OK
199,01 03 02 00 7C B9 A5,0,0,6,1,03 02 00 7C,A5B9,OK
201,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
203,01 03 24 00 00 53 33 00 00 53 24 00 00 52 33 00 02 E5 6F 00 02 E9 84 00 02 E9 24 00 05 05 ED 00 05 0D 0A 00 05 07 38 51 93 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 53 33 00 00 53 24 00 00 52 33 00 02 E5 6F 00 02 E9 84 00 02 E9 24 00 05 05 ED 00 05 0D 0A 00 05 07 38,9351,OK
203,01 03 24 00 00 53 33 00 00 53 24 00 00 52 33 00 02 E5 6F 00 02 E9 84 00 02 E9 24 00 05 05 ED 00 05 0D 0A 00 05 07 38 51 93 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
205,01 03 20 00 12 75 DA 00 00 00 00 00 12 76 A1 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 55 A6 B2 8E 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 75 DA 00 00 00 00 00 12 76 A1 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 55 A6,8EB2,OK
205,01 03 20 00 12 75 DA 00 00 00 00 00 12 76 A1 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 55 A6 B2 8E 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
211,01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,0,7,1,03 61 B4 00 01,D0DB,OK
211,01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,8,14,1,03 02 00 7C,A5B9,OK
213,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
215,01 03 24 00 00 53 1A 00 00 53 4C 00 00 52 A3 00 02 E7 97 00 02 EA 43 00 02 E9 1F 00 05 09 41 00 05 0C AE 00 05 09 3E 39 6A,0,0,40,1,03 24 00 00 53 1A 00 00 53 4C 00 00 52 A3 00 02 E7 97 00 02 EA 43 00 02 E9 1F 00 05 09 41 00 05 0C AE 00 05 09 3E,6A39,OK
217,01 03 00 66 00 10 A4 19,0,0,7,1,03 00 66 00 10,19A4,OK
219,01 03 20 00 12 88 80 00 00 00 00 00 12 89 71 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5E 91 4B CF 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 88 80 00 00 00 00 00 12 89 71 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5E 91,CF4B,OK
219,01 03 20 00 12 88 80 00 00 00 00 00 12 89 71 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5E 91 4B CF 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
223,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 7B 46 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
223,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 7B 46 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
225,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
227,01 03 24 00 00 53 E0 00 00 54 1A 00 00 53 08 00 02 E8 8D 00 02 E9 FF 00 02 E9 0F 00 05 0A 27 00 05 0B CA 00 05 0A 56 97 2E 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 53 E0 00 00 54 1A 00 00 53 08 00 02 E8 8D 00 02 E9 FF 00 02 E9 0F 00 05 0A 27 00 05 0B CA 00 05 0A 56,2E97,OK
227,01 03 24 00 00 53 E0 00 00 54 1A 00 00 53 08 00 02 E8 8D 00 02 E9 FF 00 02 E9 0F 00 05 0A 27 00 05 0B CA 00 05 0A 56 97 2E 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
229,01 03 20 00 12 A7 5F 00 00 00 00 00 12 AC 67 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DB 46 D8 A4 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 A7 5F 00 00 00 00 00 12 AC 67 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DB 46,A4D8,OK
229,01 03 20 00 12 A7 5F 00 00 00 00 00 12 AC 67 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DB 46 D8 A4 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
233,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 7D 80 01 03 61 B4 00 01 DB D0,0,45,52,1,03 61 B4 00 01,D0DB,OK
235,01 03 02 00 7C B9 A5,0,0,6,1,03 02 00 7C,A5B9,OK
237,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
239,01 03 24 00 00 53 BE 00 00 53 E9 00 00 52 7E 00 02 E5 84 00 02 E9 50 00 02 E9 F5 00 05 05 57 00 05 0D B6 00 05 08 54 A1 20,0,0,40,1,03 24 00 00 53 BE 00 00 53 E9 00 00 52 7E 00 02 E5 84 00 02 E9 50 00 02 E9 F5 00 05 05 57 00 05 0D B6 00 05 08 54,20A1,OK
241,01 03 00 66 00 10 A4 19,0,0,7,1,03 00 66 00 10,19A4,OK
243,01 03 20 00 12 8B 60 00 00 00 00 00 12 8D E1 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9A 4F 52 A5 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 8B 60 00 00 00 00 00 12 8D E1 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9A 4F,A552,OK
243,01 03 20 00 12 8B 60 00 00 00 00 00 12 8D E1 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9A 4F 52 A5 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
247,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 E1 A4 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
247,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 E1 A4 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
249,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
251,01 03 24 00 00 53 00 00 00 53 4C 00 00 52 43 00 02 E5 66 00 02 E9 50 00 02 E9 54 00 05 05 8A 00 05 0D 0D 00 05 07 82 8F 24 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 53 00 00 00 53 4C 00 00 52 43 00 02 E5 66 00 02 E9 50 00 02 E9 54 00 05 05 8A 00 05 0D 0D 00 05 07 82,248F,OK
251,01 03 24 00 00 53 00 00 00 53 4C 00 00 52 43 00 02 E5 66 00 02 E9 50 00 02 E9 54 00 05 05 8A 00 05 0D 0D 00 05 07 82 8F 24 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
