line_index,raw_line,subframe_index,start_byte,end_byte,uid,pdu_hex,crc_calc,valid
253,01 03 20 00 12 7C 8E 00 00 00 00 00 12 7D 75 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5C 82 C7 54 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 7C 8E 00 00 00 00 00 12 7D 75 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5C 82,54C7,OK
253,01 03 20 00 12 7C 8E 00 00 00 00 00 12 7D 75 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5C 82 C7 54 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
257,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A 2B 54 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
257,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A 2B 54 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
259,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
261,01 03 24 00 00 53 99 00 00 53 C8 00 00 52 F6 00 02 E9 2B 00 02 EA BC 00 02 E9 87 00 05 0B 6A 00 05 0C CB 00 05 0B 3A 2E D5,0,0,40,1,03 24 00 00 53 99 00 00 53 C8 00 00 52 F6 00 02 E9 2B 00 02 EA BC 00 02 E9 87 00 05 0B 6A 00 05 0C CB 00 05 0B 3A,D52E,OK
263,01 03 00 66 00 10 A4 19,0,0,7,1,03 00 66 00 10,19A4,OK
265,01 03 20 00 12 A3 59 00 00 00 00 00 12 A5 56 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 89 B1 5F 0E 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 A3 59 00 00 00 00 00 12 A5 56 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 89 B1,0E5F,OK
265,01 03 20 00 12 A3 59 00 00 00 00 00 12 A5 56 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 89 B1 5F 0E 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
269,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 73 E0 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
269,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 89 73 E0 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
271,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
273,01 03 24 00 00 54 24 00 00 54 0B 00 00 52 CE 00 02 E8 24 00 02 EA 7B 00 02 E9 F9 00 05 09 BA 00 05 0D 99 00 05 0A AA 23 50,0,0,40,1,03 24 00 00 54 24 00 00 54 0B 00 00 52 CE 00 02 E8 24 00 02 EA 7B 00 02 E9 F9 00 05 09 BA 00 05 0D 99 00 05 0A AA,5023,OK
275,01 03 00 66 00 10 A4 19,0,0,7,1,03 00 66 00 10,19A4,OK
277,01 03 20 00 12 AD B4 00 00 00 00 00 12 B2 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 CA E3 29 CA 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 AD B4 00 00 00 00 00 12 B2 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 CA E3,CA29,OK
277,01 03 20 00 12 AD B4 00 00 00 00 00 12 B2 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 CA E3 29 CA 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
283,01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,0,7,1,03 61 B4 00 01,D0DB,OK
283,01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,8,14,1,03 02 00 7C,A5B9,OK
285,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
287,01 03 24 00 00 53 C0 00 00 53 A1 00 00 52 B5 00 02 E5 EB 00 02 E9 35 00 02 EA 15 00 05 05 A1 00 05 0D 82 00 05 08 FB 4B 1A,0,0,40,1,03 24 00 00 53 C0 00 00 53 A1 00 00 52 B5 00 02 E5 EB 00 02 E9 35 00 02 EA 15 00 05 05 A1 00 05 0D 82 00 05 08 FB,1A4B,OK
289,01 03 00 66 00 10 A4 19,0,0,7,1,03 00 66 00 10,19A4,OK
291,01 03 20 00 12 99 24 00 00 00 00 00 12 9C 2A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A9 AF F3 BC 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 99 24 00 00 00 00 00 12 9C 2A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A9 AF,BCF3,OK
291,01 03 20 00 12 99 24 00 00 00 00 00 12 9C 2A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A9 AF F3 BC 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
295,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A D4 77 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
295,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A D4 77 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
297,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
299,01 03 24 00 00 53 49 00 00 53 62 00 00 52 B3 00 02 E6 E7 00 02 EA 21 00 02 E9 84 00 05 08 17 00 05 0D 57 00 05 09 02 7B 3D 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 53 49 00 00 53 62 00 00 52 B3 00 02 E6 E7 00 02 EA 21 00 02 E9 84 00 05 08 17 00 05 0D 57 00 05 09 02,3D7B,OK
299,01 03 24 00 00 53 49 00 00 53 62 00 00 52 B3 00 02 E6 E7 00 02 EA 21 00 02 E9 84 00 05 08 17 00 05 0D 57 00 05 09 02 7B 3D 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
301,01 03 20 00 12 8F 79 00 00 00 00 00 12 90 3B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 54 E8 E4 CF 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 8F 79 00 00 00 00 00 12 90 3B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 54 E8,CFE4,OK
301,01 03 20 00 12 8F 79 00 00 00 00 00 12 90 3B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 54 E8 E4 CF 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
305,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A 09 F8 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
305,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A 09 F8 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
307,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
309,01 03 24 00 00 54 1B 00 00 54 59 00 00 53 38 00 02 E8 E3 00 02 EA 91 00 02 E9 19 00 05 0B 23 00 05 0C 4D 00 05 0A 7B A7 13,0,0,40,1,03 24 00 00 54 1B 00 00 54 59 00 00 53 38 00 02 E8 E3 00 02 EA 91 00 02 E9 19 00 05 0B 23 00 05 0C 4D 00 05 0A 7B,13A7,OK
311,01 03 00 66 00 10 A4 19,0,0,7,1,03 00 66 00 10,19A4,OK
313,01 03 20 00 12 B6 6F 00 00 00 00 00 12 BA E3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 CE A0 67 A1 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 B6 6F 00 00 00 00 00 12 BA E3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 CE A0,A167,OK
313,01 03 20 00 12 B6 6F 00 00 00 00 00 12 BA E3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 CE A0 67 A1 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
319,01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,0,7,1,03 61 B4 00 01,D0DB,OK
319,01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,8,14,1,03 02 00 7C,A5B9,OK
321,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
323,01 03 24 00 00 54 4B 00 00 54 4F 00 00 52 FE 00 02 E8 13 00 02 EA 98 00 02 E9 D6 00 05 09 DC 00 05 0D 9C 00 05 0A 5B 27 C7 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 54 4B 00 00 54 4F 00 00 52 FE 00 02 E8 13 00 02 EA 98 00 02 E9 D6 00 05 09 DC 00 05 0D 9C 00 05 0A 5B,C727,OK
323,01 03 24 00 00 54 4B 00 00 54 4F 00 00 52 FE 00 02 E8 13 00 02 EA 98 00 02 E9 D6 00 05 09 DC 00 05 0D 9C 00 05 0A 5B 27 C7 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
325,01 03 20 00 12 B7 04 00 00 00 00 00 12 BB A8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 D2 FE 8B FE 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 B7 04 00 00 00 00 00 12 BB A8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 D2 FE,FE8B,OK
325,01 03 20 00 12 B7 04 00 00 00 00 00 12 BB A8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 D2 FE 8B FE 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
329,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A FD DE 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
329,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A FD DE 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
331,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
333,01 03 24 00 00 53 B5 00 00 53 7F 00 00 52 7C 00 02 E4 AB 00 02 E8 7E 00 02 E9 54 00 05 03 BD 00 05 0C 83 00 05 07 27 67 36 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 53 B5 00 00 53 7F 00 00 52 7C 00 02 E4 AB 00 02 E8 7E 00 02 E9 54 00 05 03 BD 00 05 0C 83 00 05 07 27,3667,OK
333,01 03 24 00 00 53 B5 00 00 53 7F 00 00 52 7C 00 02 E4 AB 00 02 E8 7E 00 02 E9 54 00 05 03 BD 00 05 0C 83 00 05 07 27 67 36 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
335,01 03 20 00 12 8E 31 00 00 00 00 00 12 8F 83 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 05 B3 92,0,0,36,1,03 20 00 12 8E 31 00 00 00 00 00 12 8F 83 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 70 05,92B3,OK
337,01 03 00 A6 00 24 A5 F2,0,0,7,1,03 00 A6 00 24,F2A5,OK
343,01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,0,7,1,03 61 B4 00 01,D0DB,OK
343,01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,8,14,1,03 02 00 7C,A5B9,OK
345,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
347,01 03 24 00 00 53 BF 00 00 53 E9 00 00 53 1D 00 02 E7 BD 00 02 E9 DC 00 02 E9 08 00 05 09 02 00 05 0C 08 00 05 09 89 25 60 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 53 BF 00 00 53 E9 00 00 53 1D 00 02 E7 BD 00 02 E9 DC 00 02 E9 08 00 05 09 02 00 05 0C 08 00 05 09 89,6025,OK
347,01 03 24 00 00 53 BF 00 00 53 E9 00 00 53 1D 00 02 E7 BD 00 02 E9 DC 00 02 E9 08 00 05 09 02 00 05 0C 08 00 05 09 89 25 60 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
349,01 03 20 00 12 A7 62 00 00 00 00 00 12 A8 98 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6B 95 72 26 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 A7 62 00 00 00 00 00 12 A8 98 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6B 95,2672,OK
349,01 03 20 00 12 A7 62 00 00 00 00 00 12 A8 98 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6B 95 72 26 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
353,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A 48 14 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
353,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8A 48 14 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
355,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
357,01 03 24 00 00 54 2B 00 00 54 59 00 00 53 5B 00 02 E8 6C 00 02 E9 EF 00 02 E8 86 00 05 0A 2F 00 05 0B 29 00 05 09 AC D5 AC 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 54 2B 00 00 54 59 00 00 53 5B 00 02 E8 6C 00 02 E9 EF 00 02 E8 86 00 05 0A 2F 00 05 0B 29 00 05 09 AC,ACD5,OK
357,01 03 24 00 00 54 2B 00 00 54 59 00 00 53 5B 00 02 E8 6C 00 02 E9 EF 00 02 E8 86 00 05 0A 2F 00 05 0B 29 00 05 09 AC D5 AC 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
359,01 03 20 00 12 B7 E5 00 00 00 00 00 12 BB C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C1 1A 2F 8A 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 B7 E5 00 00 00 00 00 12 BB C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C1 1A,8A2F,OK
359,01 03 20 00 12 B7 E5 00 00 00 00 00 12 BB C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C1 1A 2F 8A 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
363,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8B 5C FE 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
363,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8B 5C FE 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
365,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
367,01 03 24 00 00 54 16 00 00 54 1C 00 00 52 FF 00 02 E6 55 00 02 E9 39 00 02 E9 EA 00 05 06 36 00 05 0D 1F 00 05 09 3D C2 3B 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 54 16 00 00 54 1C 00 00 52 FF 00 02 E6 55 00 02 E9 39 00 02 E9 EA 00 05 06 36 00 05 0D 1F 00 05 09 3D,3BC2,OK
367,01 03 24 00 00 54 16 00 00 54 1C 00 00 52 FF 00 02 E6 55 00 02 E9 39 00 02 E9 EA 00 05 06 36 00 05 0D 1F 00 05 09 3D C2 3B 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
369,01 03 20 00 12 AC CC 00 00 00 00 00 12 B0 92 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BD FC 53 4B,0,0,36,1,03 20 00 12 AC CC 00 00 00 00 00 12 B0 92 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BD FC,4B53,OK
371,01 03 00 A6 00 24 A5 F2,0,0,7,1,03 00 A6 00 24,F2A5,OK
377,01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,0,7,1,03 61 B4 00 01,D0DB,OK
377,01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,8,14,1,03 02 00 7C,A5B9,OK
379,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
381,01 03 24 00 00 53 7F 00 00 53 9B 00 00 52 E8 00 02 E5 0C 00 02 E9 06 00 02 E8 84 00 05 05 44 00 05 0B F9 00 05 06 56 34 0B,0,0,40,1,03 24 00 00 53 7F 00 00 53 9B 00 00 52 E8 00 02 E5 0C 00 02 E9 06 00 02 E8 84 00 05 05 44 00 05 0B F9 00 05 06 56,0B34,OK
383,01 03 00 66 00 10 A4 19,0,0,7,1,03 00 66 00 10,19A4,OK
385,01 03 20 00 12 94 78 00 00 00 00 00 12 95 2D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 52 03 97 19 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 94 78 00 00 00 00 00 12 95 2D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 52 03,1997,OK
385,01 03 20 00 12 94 78 00 00 00 00 00 12 95 2D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 52 03 97 19 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
389,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8B C1 2F 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
389,03 25 A5 00 00 03 E8 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8B C1 2F 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
391,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
393,01 03 24 00 00 53 B6 00 00 53 DE 00 00 53 38 00 02 E7 C5 00 02 EA 08 00 02 E9 2D 00 05 09 29 00 05 0C 5E 00 05 09 A6 4E B3 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 53 B6 00 00 53 DE 00 00 53 38 00 02 E7 C5 00 02 EA 08 00 02 E9 2D 00 05 09 29 00 05 0C 5E 00 05 09 A6,B34E,OK
393,01 03 24 00 00 53 B6 00 00 53 DE 00 00 53 38 00 02 E7 C5 00 02 EA 08 00 02 E9 2D 00 05 09 29 00 05 0C 5E 00 05 09 A6 4E B3 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
395,01 03 20 00 12 A9 27 00 00 00 00 00 12 AA 43 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 66 F4 A6 B7 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 A9 27 00 00 00 00 00 12 AA 43 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 66 F4,B7A6,OK
395,01 03 20 00 12 A9 27 00 00 00 00 00 12 AA 43 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 66 F4 A6 B7 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
399,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8B 39 A8 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
399,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8B 39 A8 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
401,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
403,01 03 24 00 00 54 6B 00 00 54 87 00 00 53 85 00 02 E8 49 00 02 E9 FC 00 02 E9 64 00 05 09 A7 00 05 0C 4A 00 05 0A 6C 68 70 01 03 00 66 00 10 A4 19,0,0,40,1,03 24 00 00 54 6B 00 00 54 87 00 00 53 85 00 02 E8 49 00 02 E9 FC 00 02 E9 64 00 05 09 A7 00 05 0C 4A 00 05 0A 6C,7068,OK
403,01 03 24 00 00 54 6B 00 00 54 87 00 00 53 85 00 02 E8 49 00 02 E9 FC 00 02 E9 64 00 05 09 A7 00 05 0C 4A 00 05 0A 6C 68 70 01 03 00 66 00 10 A4 19,1,41,48,1,03 00 66 00 10,19A4,OK
405,01 03 20 00 12 C2 FD 00 00 00 00 00 12 C8 54 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E2 99 60 FA 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 C2 FD 00 00 00 00 00 12 C8 54 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E2 99,FA60,OK
405,01 03 20 00 12 C2 FD 00 00 00 00 00 12 C8 54 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E2 99 60 FA 01 03 00 A6 00 24 A5 F2,1,37,44,1,03 00 A6 00 24,F2A5,OK
409,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8B 2E C4 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,0,45,52,1,03 61 B4 00 01,D0DB,OK
409,03 25 A5 00 00 03 E7 00 1F 25 81 00 00 59 0C 00 1F 15 36 00 00 2E 21 00 00 00 03 00 11 72 2A 00 00 00 02 00 08 CF 46 00 00 13 8B 2E C4 01 03 61 B4 00 01 DB D0 01 03 02 00 7C B9 A5,1,53,59,1,03 02 00 7C,A5B9,OK
411,01 03 00 10 00 12 C4 02,0,0,7,1,03 00 10 00 12,02C4,OK
413,01 03 24 00 00 53 F4 00 00 53 DB 00 00 53 04 00 02 E4 B1 00 02 E8 70 00 02 E9 A3 00 05 03 8E 00 05 0C C8 00 05 07 8C C2 C3,0,0,40,1,03 24 00 00 53 F4 00 00 53 DB 00 00 53 04 00 02 E4 B1 00 02 E8 70 00 02 E9 A3 00 05 03 8E 00 05 0C C8 00 05 07 8C,C3C2,OK
415,01 03 00 66 00 10 A4 19,0,0,7,1,03 00 66 00 10,19A4,OK
417,01 03 20 00 12 A3 BC 00 00 00 00 00 12 A5 C6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 8B 80 D2 4D 01 03 00 A6 00 24 A5 F2,0,0,36,1,03 20 00 12 A3 BC 00 00 00 00 00 12 A5 C6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 8B 80,4DD2,OK
