Timestamp,Direction,Frame,Parsed,Status
14:43:54.974,INF,Session started – logs → logs\modbus_20260407_144354.*,,OK
14:44:05.166,INF,TCP connected → 192.168.156.31:502  unit=1,,OK
14:44:17.343,TX,00 00 00 00 00 06 01 03 00 A4 00 01,FC03 Read Holding Regs  addr=164  qty=1,OK
14:44:17.359,ERR,MB Exception 0x02: Illegal Data Address,,ERROR
14:44:24.086,TX,00 00 00 00 00 06 01 03 00 00 00 01,FC03 Read Holding Regs  addr=0  qty=1,OK
14:44:24.089,RX,0000,[0],OK
14:45:09.391,TX,00 00 00 00 00 06 01 03 00 00 00 01,FC03 Read Holding Regs  addr=0  qty=1,OK
14:45:09.394,RX,0000,[0],OK
14:45:21.700,TX,00 00 00 00 00 06 01 03 00 00 00 01,FC03 Read Holding Regs  addr=0  qty=1,OK
14:45:21.704,RX,0000,[0.0],OK
14:45:28.014,TX,00 00 00 00 00 06 01 04 00 00 00 01,FC04 Read Input Regs  addr=0  qty=1,OK
14:45:28.017,ERR,MB Exception 0x01: Illegal Function,,ERROR
14:46:10.832,TX,00 00 00 00 00 06 01 03 00 00 00 14,FC03 Read Holding Regs  addr=0  qty=20,OK
14:46:10.835,RX,0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",OK
14:47:06.094,TX,00 00 00 00 00 06 01 03 03 E8 00 14,FC03 Read Holding Regs  addr=1000  qty=20,OK
14:47:06.110,ERR,MB Exception 0x02: Illegal Data Address,,ERROR
14:47:46.716,TX,00 00 00 00 00 06 01 03 08 39 00 14,FC03 Read Holding Regs  addr=2105  qty=20,OK
14:47:46.731,ERR,MB Exception 0x02: Illegal Data Address,,ERROR
14:50:37.860,TX,00 00 00 00 00 06 01 03 00 01 00 14,FC03 Read Holding Regs  addr=1  qty=20,OK
14:50:37.862,ERR,Connection lost: Modbus Error: [Connection] ModbusTcpClient 192.168.156.31:502: Connection unexpectedly closed 0.000 seconds into read of unbounded read bytes without response from device before it closed connection,,ERROR
14:50:39.672,INF,Disconnected,,OK
14:50:40.916,INF,TCP connected → 192.168.156.31:502  unit=1,,OK
14:50:50.927,TX,00 00 00 00 00 06 01 03 00 01 00 14,FC03 Read Holding Regs  addr=1  qty=20,OK
14:50:50.931,RX,0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OK
14:51:03.520,TX,00 00 00 00 00 06 01 03 00 21 00 14,FC03 Read Holding Regs  addr=33  qty=20,OK
14:51:03.524,ERR,MB Exception 0x02: Illegal Data Address,,ERROR
14:51:15.863,TX,00 00 00 00 00 06 01 03 00 21 00 01,FC03 Read Holding Regs  addr=33  qty=1,OK
14:51:15.867,ERR,MB Exception 0x02: Illegal Data Address,,ERROR
14:51:29.645,TX,00 00 00 00 00 06 01 03 00 45 00 01,FC03 Read Holding Regs  addr=69  qty=1,OK
14:51:29.649,ERR,MB Exception 0x02: Illegal Data Address,,ERROR
14:51:33.886,TX,00 00 00 00 00 06 01 03 00 45 00 01,FC03 Read Holding Regs  addr=69  qty=1,OK
14:51:33.890,ERR,MB Exception 0x02: Illegal Data Address,,ERROR
14:55:54.599,TX,00 00 00 00 00 06 01 03 9C 41 00 01,FC03 Read Holding Regs  addr=40001  qty=1,OK
14:55:54.615,ERR,MB Exception 0x02: Illegal Data Address,,ERROR
14:57:23.188,TX,00 00 00 00 00 06 01 03 9C 41 00 14,FC03 Read Holding Regs  addr=40001  qty=20,OK
14:57:23.206,ERR,MB Exception 0x02: Illegal Data Address,,ERROR
14:57:24.567,TX,00 00 00 00 00 06 01 03 9C 41 00 14,FC03 Read Holding Regs  addr=40001  qty=20,OK
14:57:24.575,ERR,MB Exception 0x02: Illegal Data Address,,ERROR
14:57:29.309,TX,00 00 00 00 00 06 01 03 00 00 00 14,FC03 Read Holding Regs  addr=0  qty=20,OK
14:57:29.312,RX,0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OK
14:57:37.919,TX,00 00 00 00 00 06 01 03 00 00 00 7D,FC03 Read Holding Regs  addr=0  qty=125,OK
14:57:37.923,ERR,MB Exception 0x04: Server Device Failure,,ERROR
14:58:16.587,TX,00 00 00 00 00 06 01 03 01 F4 00 7D,FC03 Read Holding Regs  addr=500  qty=125,OK
14:58:16.595,ERR,MB Exception 0x02: Illegal Data Address,,ERROR
14:58:24.933,TX,00 00 00 00 00 06 01 03 00 00 00 7D,FC03 Read Holding Regs  addr=0  qty=125,OK
14:58:24.936,ERR,MB Exception 0x04: Server Device Failure,,ERROR
14:58:29.829,TX,00 00 00 00 00 06 01 03 00 00 00 64,FC03 Read Holding Regs  addr=0  qty=100,OK
14:58:29.833,ERR,MB Exception 0x04: Server Device Failure,,ERROR
14:58:34.702,TX,00 00 00 00 00 06 01 03 00 00 00 32,FC03 Read Holding Regs  addr=0  qty=50,OK
14:58:34.706,RX,0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OK
14:58:44.375,INF,Disconnected,,OK
14:58:51.086,ERR,TCP connection failed → 192.168.156.31:1502,,ERROR
14:58:57.371,INF,TCP connected → 192.168.156.31:502  unit=1,,OK
15:03:20.961,TX,00 00 00 00 00 06 01 03 00 01 00 32,FC03 Read Holding Regs  addr=1  qty=50,OK
15:03:20.962,ERR,Unexpected error: [WinError 10054] An existing connection was forcibly closed by the remote host,,ERROR
15:03:27.421,INF,Disconnected,,OK
15:03:29.126,INF,TCP connected → 192.168.156.31:502  unit=1,,OK
15:03:31.916,TX,00 00 00 00 00 06 01 03 00 01 00 32,FC03 Read Holding Regs  addr=1  qty=50,OK
15:03:31.920,RX,0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OK
15:03:40.091,TX,00 00 00 00 00 06 01 03 00 0F 00 32,FC03 Read Holding Regs  addr=15  qty=50,OK
15:03:40.095,ERR,MB Exception 0x02: Illegal Data Address,,ERROR
15:03:51.151,TX,00 00 00 00 00 06 01 03 00 0F 00 32,FC03 Read Holding Regs  addr=15  qty=50,OK
15:03:51.154,ERR,MB Exception 0x02: Illegal Data Address,,ERROR
15:04:34.454,TX,00 00 00 00 00 06 01 03 FF FF 00 32,FC03 Read Holding Regs  addr=65535  qty=50,OK
15:04:34.460,ERR,MB Exception 0x04: Server Device Failure,,ERROR
15:04:45.889,TX,00 00 00 00 00 06 01 03 00 A6 00 32,FC03 Read Holding Regs  addr=166  qty=50,OK
15:04:45.899,ERR,MB Exception 0x02: Illegal Data Address,,ERROR
15:15:26.012,TX,00 00 00 00 00 06 01 03 00 C7 00 32,FC03 Read Holding Regs  addr=199  qty=50,OK
15:15:26.024,ERR,MB Exception 0x02: Illegal Data Address,,ERROR
15:15:31.520,TX,00 00 00 00 00 06 01 03 00 C7 00 01,FC03 Read Holding Regs  addr=199  qty=1,OK
15:15:31.533,ERR,MB Exception 0x02: Illegal Data Address,,ERROR
15:15:36.836,TX,00 00 00 00 00 06 01 04 00 C7 00 01,FC04 Read Input Regs  addr=199  qty=1,OK
15:15:36.839,ERR,MB Exception 0x01: Illegal Function,,ERROR
15:16:29.434,TX,00 00 00 00 00 06 01 04 00 00 00 01,FC04 Read Input Regs  addr=0  qty=1,OK
15:16:29.437,ERR,MB Exception 0x01: Illegal Function,,ERROR
15:16:30.809,TX,00 00 00 00 00 06 01 04 00 00 00 01,FC04 Read Input Regs  addr=0  qty=1,OK
15:16:30.813,ERR,MB Exception 0x01: Illegal Function,,ERROR
15:16:31.040,TX,00 00 00 00 00 06 01 04 00 00 00 01,FC04 Read Input Regs  addr=0  qty=1,OK
15:16:31.043,ERR,MB Exception 0x01: Illegal Function,,ERROR
15:16:31.208,TX,00 00 00 00 00 06 01 04 00 00 00 01,FC04 Read Input Regs  addr=0  qty=1,OK
15:16:31.212,ERR,MB Exception 0x01: Illegal Function,,ERROR
15:16:31.432,TX,00 00 00 00 00 06 01 04 00 00 00 01,FC04 Read Input Regs  addr=0  qty=1,OK
15:16:31.436,ERR,MB Exception 0x01: Illegal Function,,ERROR
15:16:34.642,TX,00 00 00 00 00 06 01 04 00 00 00 01,FC04 Read Input Regs  addr=0  qty=1,OK
15:16:34.646,ERR,MB Exception 0x01: Illegal Function,,ERROR
15:16:41.405,TX,00 00 00 00 00 06 01 01 00 00 00 01,FC01 Read Coils  addr=0  qty=1,OK
15:16:41.408,ERR,MB Exception 0x01: Illegal Function,,ERROR
15:16:49.129,TX,00 00 00 00 00 06 01 03 00 00 00 01,FC03 Read Holding Regs  addr=0  qty=1,OK
15:16:49.132,RX,0000,[0],OK
15:16:50.299,TX,00 00 00 00 00 06 01 03 00 00 00 01,FC03 Read Holding Regs  addr=0  qty=1,OK
15:16:50.304,RX,0000,[0],OK
15:16:50.463,TX,00 00 00 00 00 06 01 03 00 00 00 01,FC03 Read Holding Regs  addr=0  qty=1,OK
15:16:50.467,RX,0000,[0],OK
15:16:50.626,TX,00 00 00 00 00 06 01 03 00 00 00 01,FC03 Read Holding Regs  addr=0  qty=1,OK
15:16:50.629,RX,0000,[0],OK
15:16:50.776,TX,00 00 00 00 00 06 01 03 00 00 00 01,FC03 Read Holding Regs  addr=0  qty=1,OK
15:16:50.779,RX,0000,[0],OK
15:16:50.919,TX,00 00 00 00 00 06 01 03 00 00 00 01,FC03 Read Holding Regs  addr=0  qty=1,OK
15:16:50.923,RX,0000,[0],OK
15:16:51.085,TX,00 00 00 00 00 06 01 03 00 00 00 01,FC03 Read Holding Regs  addr=0  qty=1,OK
15:16:51.089,RX,0000,[0],OK
15:16:51.235,TX,00 00 00 00 00 06 01 03 00 00 00 01,FC03 Read Holding Regs  addr=0  qty=1,OK
15:16:51.238,RX,0000,[0],OK
15:16:51.450,TX,00 00 00 00 00 06 01 03 00 00 00 01,FC03 Read Holding Regs  addr=0  qty=1,OK
15:16:51.454,RX,0000,[0],OK
