uid,req_line,resp_line,start,reg_index,reg_addr,value,hex
1,983,1315,102,14,116,5,0005
1,983,1315,102,15,117,3200,0C80
1,983,1315,102,16,118,5,0005
1,983,1315,102,17,119,2158,086E
1,985,1317,166,0,166,19,0013
1,985,1317,166,1,167,46720,B680
1,985,1317,166,2,168,0,0000
1,985,1317,166,3,169,0,0000
1,985,1317,166,4,170,19,0013
1,985,1317,166,5,171,47920,BB30
1,985,1317,166,6,172,0,0000
1,985,1317,166,7,173,0,0000
1,985,1317,166,8,174,0,0000
1,985,1317,166,9,175,0,0000
1,985,1317,166,10,176,0,0000
1,985,1317,166,11,177,0,0000
1,985,1317,166,12,178,0,0000
1,985,1317,166,13,179,0,0000
1,985,1317,166,14,180,0,0000
1,985,1317,166,15,181,55695,D98F
1,989,1323,25012,0,25012,124,007C
1,991,1327,16,0,16,0,0000
1,991,1327,16,1,17,22673,5891
1,991,1327,16,2,18,0,0000
1,991,1327,16,3,19,22620,585C
1,991,1327,16,4,20,0,0000
1,991,1327,16,5,21,22429,579D
1,991,1327,16,6,22,2,0002
1,991,1327,16,7,23,58335,E3DF
1,991,1327,16,8,24,2,0002
1,991,1327,16,9,25,59560,E8A8
1,991,1327,16,10,26,2,0002
1,991,1327,16,11,27,59542,E896
1,991,1327,16,12,28,5,0005
1,991,1327,16,13,29,878,036E
1,991,1327,16,14,30,5,0005
1,991,1327,16,15,31,3150,0C4E
1,991,1327,16,16,32,5,0005
1,991,1327,16,17,33,1353,0549
1,993,1331,102,0,102,19,0013
1,993,1331,102,1,103,42056,A448
1,993,1331,102,2,104,0,0000
1,993,1331,102,3,105,0,0000
1,993,1331,102,4,106,19,0013
1,993,1331,102,5,107,42792,A728
1,993,1331,102,6,108,0,0000
1,993,1331,102,7,109,0,0000
1,993,1331,102,8,110,0,0000
1,993,1331,102,9,111,0,0000
1,993,1331,102,10,112,0,0000
1,993,1331,102,11,113,0,0000
1,993,1331,102,12,114,0,0000
1,993,1331,102,13,115,0,0000
1,993,1331,102,14,116,0,0000
1,993,1331,102,15,117,43555,AA23
1,995,1337,166,0,166,124,007C
1,999,1341,25012,0,25012,0,0000
1,999,1341,25012,1,25013,22641,5871
1,999,1341,25012,2,25014,0,0000
1,999,1341,25012,3,25015,22682,589A
1,999,1341,25012,4,25016,0,0000
1,999,1341,25012,5,25017,22511,57EF
1,999,1341,25012,6,25018,2,0002
1,999,1341,25012,7,25019,58994,E672
1,999,1341,25012,8,25020,2,0002
1,999,1341,25012,9,25021,59800,E998
1,999,1341,25012,10,25022,2,0002
1,999,1341,25012,11,25023,59378,E7F2
1,999,1341,25012,12,25024,5,0005
1,999,1341,25012,13,25025,2001,07D1
1,999,1341,25012,14,25026,5,0005
1,999,1341,25012,15,25027,2866,0B32
1,999,1341,25012,16,25028,5,0005
1,999,1341,25012,17,25029,1787,06FB
1,1001,1345,16,0,16,19,0013
1,1001,1345,16,1,17,45475,B1A3
1,1001,1345,16,2,18,0,0000
1,1001,1345,16,3,19,0,0000
1,1001,1345,16,4,20,19,0013
1,1001,1345,16,5,21,45827,B303
1,1001,1345,16,6,22,0,0000
1,1001,1345,16,7,23,0,0000
1,1001,1345,16,8,24,0,0000
1,1001,1345,16,9,25,0,0000
1,1001,1345,16,10,26,0,0000
1,1001,1345,16,11,27,0,0000
1,1001,1345,16,12,28,0,0000
1,1001,1345,16,13,29,0,0000
1,1001,1345,16,14,30,0,0000
1,1001,1345,16,15,31,30131,75B3
1,1003,1351,102,0,102,124,007C
1,1007,1355,166,0,166,0,0000
1,1007,1355,166,1,167,22884,5964
1,1007,1355,166,2,168,0,0000
1,1007,1355,166,3,169,22862,594E
1,1007,1355,166,4,170,0,0000
1,1007,1355,166,5,171,22650,587A
1,1007,1355,166,6,172,2,0002
1,1007,1355,166,7,173,59267,E783
1,1007,1355,166,8,174,2,0002
1,1007,1355,166,9,175,59668,E914
1,1007,1355,166,10,176,2,0002
1,1007,1355,166,11,177,59536,E890
1,1007,1355,166,12,178,5,0005
1,1007,1355,166,13,179,2079,081F
1,1007,1355,166,14,180,5,0005
1,1007,1355,166,15,181,2753,0AC1
1,1007,1355,166,16,182,5,0005
1,1007,1355,166,17,183,2339,0923
1,1013,1357,25012,0,25012,19,0013
1,1013,1357,25012,1,25013,54792,D608
1,1013,1357,25012,2,25014,0,0000
1,1013,1357,25012,3,25015,0,0000
1,1013,1357,25012,4,25016,19,0013
1,1013,1357,25012,5,25017,56307,DBF3
1,1013,1357,25012,6,25018,0,0000
1,1013,1357,25012,7,25019,0,0000
1,1013,1357,25012,8,25020,0,0000
1,1013,1357,25012,9,25021,0,0000
1,1013,1357,25012,10,25022,0,0000
1,1013,1357,25012,11,25023,0,0000
1,1013,1357,25012,12,25024,0,0000
1,1013,1357,25012,13,25025,0,0000
1,1013,1357,25012,14,25026,0,0000
1,1013,1357,25012,15,25027,62778,F53A
1,1015,1361,16,0,16,124,007C
1,1017,1365,102,0,102,0,0000
1,1017,1365,102,1,103,22897,5971
1,1017,1365,102,2,104,0,0000
1,1017,1365,102,3,105,22867,5953
1,1017,1365,102,4,106,0,0000
1,1017,1365,102,5,107,22477,57CD
1,1017,1365,102,6,108,2,0002
1,1017,1365,102,7,109,59015,E687
1,1017,1365,102,8,110,2,0002
1,1017,1365,102,9,111,59713,E941
1,1017,1365,102,10,112,2,0002
1,1017,1365,102,11,113,59773,E97D
1,1017,1365,102,12,114,5,0005
1,1017,1365,102,13,115,1711,06AF
1,1017,1365,102,14,116,5,0005
1,1017,1365,102,15,117,3210,0C8A
1,1017,1365,102,16,118,5,0005
1,1017,1365,102,17,119,2301,08FD
1,1019,1367,166,0,166,19,0013
1,1019,1367,166,1,167,53039,CF2F
1,1019,1367,166,2,168,0,0000
1,1019,1367,166,3,169,0,0000
1,1019,1367,166,4,170,19,0013
1,1019,1367,166,5,171,54280,D408
1,1019,1367,166,6,172,0,0000
1,1019,1367,166,7,173,0,0000
1,1019,1367,166,8,174,0,0000
1,1019,1367,166,9,175,0,0000
1,1019,1367,166,10,176,0,0000
1,1019,1367,166,11,177,0,0000
1,1019,1367,166,12,178,0,0000
1,1019,1367,166,13,179,0,0000
1,1019,1367,166,14,180,0,0000
1,1019,1367,166,15,181,56784,DDD0
1,1023,1371,25012,0,25012,124,007C
1,1025,1375,16,0,16,0,0000
1,1025,1375,16,1,17,22698,58AA
1,1025,1375,16,2,18,0,0000
1,1025,1375,16,3,19,22666,588A
1,1025,1375,16,4,20,0,0000
1,1025,1375,16,5,21,22526,57FE
1,1025,1375,16,6,22,2,0002
1,1025,1375,16,7,23,58445,E44D
1,1025,1375,16,8,24,2,0002
1,1025,1375,16,9,25,59710,E93E
1,1025,1375,16,10,26,2,0002
1,1025,1375,16,11,27,59473,E851
1,1025,1375,16,12,28,5,0005
1,1025,1375,16,13,29,1212,04BC
1,1025,1375,16,14,30,5,0005
1,1025,1375,16,15,31,3179,0C6B
1,1025,1375,16,16,32,5,0005
1,1025,1375,16,17,33,1319,0527
1,1027,1377,102,0,102,19,0013
1,1027,1377,102,1,103,46044,B3DC
1,1027,1377,102,2,104,0,0000
1,1027,1377,102,3,105,0,0000
1,1027,1377,102,4,106,19,0013
1,1027,1377,102,5,107,46438,B566
1,1027,1377,102,6,108,0,0000
1,1027,1377,102,7,109,0,0000
1,1027,1377,102,8,110,0,0000
1,1027,1377,102,9,111,0,0000
1,1027,1377,102,10,112,0,0000
1,1027,1377,102,11,113,0,0000
1,1027,1377,102,12,114,0,0000
1,1027,1377,102,13,115,0,0000
1,1027,1377,102,14,116,0,0000
1,1027,1377,102,15,117,31884,7C8C
1,1031,1381,166,0,166,124,007C
1,1037,1385,25012,0,25012,0,0000
1,1037,1385,25012,1,25013,22849,5941
1,1037,1385,25012,2,25014,0,0000
1,1037,1385,25012,3,25015,22846,593E
1,1037,1385,25012,4,25016,0,0000
1,1037,1385,25012,5,25017,22657,5881
1,1037,1385,25012,6,25018,2,0002
1,1037,1385,25012,7,25019,59475,E853
1,1037,1385,25012,8,25020,2,0002
1,1037,1385,25012,9,25021,59947,EA2B
1,1037,1385,25012,10,25022,2,0002
1,1037,1385,25012,11,25023,59595,E8CB
1,1037,1385,25012,12,25024,5,0005
1,1037,1385,25012,13,25025,2607,0A2F
1,1037,1385,25012,14,25026,5,0005
1,1037,1385,25012,15,25027,3015,0BC7
1,1037,1385,25012,16,25028,5,0005
1,1037,1385,25012,17,25029,2495,09BF
1,1039,1387,16,0,16,19,0013
1,1039,1387,16,1,17,56483,DCA3
1,1039,1387,16,2,18,0,0000
1,1039,1387,16,3,19,0,0000
1,1039,1387,16,4,20,19,0013
1,1039,1387,16,5,21,57099,DF0B
1,1039,1387,16,6,22,0,0000
1,1039,1387,16,7,23,0,0000
1,1039,1387,16,8,24,0,0000
1,1039,1387,16,9,25,0,0000
1,1039,1387,16,10,26,0,0000
1,1039,1387,16,11,27,0,0000
1,1039,1387,16,12,28,0,0000
1,1039,1387,16,13,29,0,0000
1,1039,1387,16,14,30,0,0000
1,1039,1387,16,15,31,40022,9C56
1,1041,1393,102,0,102,124,007C
1,1045,1397,166,0,166,0,0000
1,1045,1397,166,1,167,22983,59C7
1,1045,1397,166,2,168,0,0000
1,1045,1397,166,3,169,22965,59B5
1,1045,1397,166,4,170,0,0000
1,1045,1397,166,5,171,22749,58DD
1,1045,1397,166,6,172,2,0002
1,1045,1397,166,7,173,59418,E81A
1,1045,1397,166,8,174,2,0002
1,1045,1397,166,9,175,59852,E9CC
1,1045,1397,166,10,176,2,0002
1,1045,1397,166,11,177,59584,E8C0
1,1045,1397,166,12,178,5,0005
1,1045,1397,166,13,179,2437,0985
1,1045,1397,166,14,180,5,0005
1,1045,1397,166,15,181,2931,0B73
1,1045,1397,166,16,182,5,0005
1,1045,1397,166,17,183,2467,09A3
1,1051,1399,25012,0,25012,19,0013
1,1051,1399,25012,1,25013,61431,EFF7
1,1051,1399,25012,2,25014,0,0000
1,1051,1399,25012,3,25015,0,0000
1,1051,1399,25012,4,25016,19,0013
1,1051,1399,25012,5,25017,62848,F580
1,1051,1399,25012,6,25018,0,0000
1,1051,1399,25012,7,25019,0,0000
1,1051,1399,25012,8,25020,0,0000
1,1051,1399,25012,9,25021,0,0000
1,1051,1399,25012,10,25022,0,0000
1,1051,1399,25012,11,25023,0,0000
1,1051,1399,25012,12,25024,0,0000
1,1051,1399,25012,13,25025,0,0000
1,1051,1399,25012,14,25026,0,0000
1,1051,1399,25012,15,25027,57948,E25C
1,1053,1403,16,0,16,124,007C
1,1055,1407,102,0,102,0,0000
1,1055,1407,102,1,103,22963,59B3
1,1055,1407,102,2,104,0,0000
1,1055,1407,102,3,105,22890,596A
1,1055,1407,102,4,106,0,0000
1,1055,1407,102,5,107,22637,586D
1,1055,1407,102,6,108,2,0002
1,1055,1407,102,7,109,58554,E4BA
1,1055,1407,102,8,110,2,0002
1,1055,1407,102,9,111,59555,E8A3
1,1055,1407,102,10,112,2,0002
1,1055,1407,102,11,113,59697,E931
1,1055,1407,102,12,114,5,0005
1,1055,1407,102,13,115,1037,040D
1,1055,1407,102,14,116,5,0005
1,1055,1407,102,15,117,3200,0C80
1,1055,1407,102,16,118,5,0005
1,1055,1407,102,17,119,1781,06F5
1,1057,1409,166,0,166,19,0013
1,1057,1409,166,1,167,57028,DEC4
1,1057,1409,166,2,168,0,0000
1,1057,1409,166,3,169,0,0000
1,1057,1409,166,4,170,19,0013
1,1057,1409,166,5,171,58013,E29D
1,1057,1409,166,6,172,0,0000
1,1057,1409,166,7,173,0,0000
1,1057,1409,166,8,174,0,0000
1,1057,1409,166,9,175,0,0000
1,1057,1409,166,10,176,0,0000
1,1057,1409,166,11,177,0,0000
1,1057,1409,166,12,178,0,0000
1,1057,1409,166,13,179,0,0000
1,1057,1409,166,14,180,0,0000
1,1057,1409,166,15,181,50641,C5D1
1,1063,1417,25012,0,25012,124,007C
1,1065,1421,16,0,16,0,0000
1,1065,1421,16,1,17,22831,592F
1,1065,1421,16,2,18,0,0000
1,1065,1421,16,3,19,22869,5955
1,1065,1421,16,4,20,0,0000
1,1065,1421,16,5,21,22717,58BD
1,1065,1421,16,6,22,2,0002
1,1065,1421,16,7,23,58866,E5F2
1,1065,1421,16,8,24,2,0002
1,1065,1421,16,9,25,59816,E9A8
1,1065,1421,16,10,26,2,0002
1,1065,1421,16,11,27,59439,E82F
1,1065,1421,16,12,28,5,0005
1,1065,1421,16,13,29,1840,0730
1,1065,1421,16,14,30,5,0005
1,1065,1421,16,15,31,3022,0BCE
1,1065,1421,16,16,32,5,0005
1,1065,1421,16,17,33,1701,06A5
1,1069,1423,102,0,102,19,0013
1,1069,1423,102,1,103,56808,DDE8
1,1069,1423,102,2,104,0,0000
1,1069,1423,102,3,105,0,0000
1,1069,1423,102,4,106,19,0013
1,1069,1423,102,5,107,57127,DF27
1,1069,1423,102,6,108,0,0000
1,1069,1423,102,7,109,0,0000
1,1069,1423,102,8,110,0,0000
1,1069,1423,102,9,111,0,0000
1,1069,1423,102,10,112,0,0000
1,1069,1423,102,11,113,0,0000
1,1069,1423,102,12,114,0,0000
1,1069,1423,102,13,115,0,0000
1,1069,1423,102,14,116,0,0000
1,1069,1423,102,15,117,28845,70AD
1,1071,1427,166,0,166,124,007C
1,1077,1431,25012,0,25012,0,0000
1,1077,1431,25012,1,25013,23008,59E0
1,1077,1431,25012,2,25014,0,0000
1,1077,1431,25012,3,25015,23001,59D9
1,1077,1431,25012,4,25016,0,0000
1,1077,1431,25012,5,25017,22788,5904
1,1077,1431,25012,6,25018,2,0002
1,1077,1431,25012,7,25019,59311,E7AF
1,1077,1431,25012,8,25020,2,0002
1,1077,1431,25012,9,25021,59856,E9D0
1,1077,1431,25012,10,25022,2,0002
1,1077,1431,25012,11,25023,59482,E85A
1,1077,1431,25012,12,25024,5,0005
1,1077,1431,25012,13,25025,2457,0999
1,1077,1431,25012,14,25026,5,0005
1,1077,1431,25012,15,25027,2759,0AC7
1,1077,1431,25012,16,25028,5,0005
1,1077,1431,25012,17,25029,2299,08FB
1,1079,1433,16,0,16,19,0013
1,1079,1433,16,1,17,64280,FB18
1,1079,1433,16,2,18,0,0000
1,1079,1433,16,3,19,0,0000
1,1079,1433,16,4,20,20,0014
1,1079,1433,16,5,21,5821,16BD
1,1079,1433,16,6,22,0,0000
1,1079,1433,16,7,23,0,0000
1,1079,1433,16,8,24,0,0000
1,1079,1433,16,9,25,0,0000
1,1079,1433,16,10,26,0,0000
1,1079,1433,16,11,27,0,0000
1,1079,1433,16,12,28,0,0000
1,1079,1433,16,13,29,0,0000
1,1079,1433,16,14,30,0,0000
1,1079,1433,16,15,31,59260,E77C
1,1081,1437,102,0,102,124,007C
1,1083,1441,166,0,166,0,0000
1,1083,1441,166,1,167,23208,5AA8
1,1083,1441,166,2,168,0,0000
1,1083,1441,166,3,169,23197,5A9D
1,1083,1441,166,4,170,0,0000
1,1083,1441,166,5,171,22913,5981
1,1083,1441,166,6,172,2,0002
1,1083,1441,166,7,173,59175,E727
1,1083,1441,166,8,174,2,0002
1,1083,1441,166,9,175,59716,E944
1,1083,1441,166,10,176,2,0002
1,1083,1441,166,11,177,59726,E94E
1,1083,1441,166,12,178,5,0005
1,1083,1441,166,13,179,1930,078A
1,1083,1441,166,14,180,5,0005
1,1083,1441,166,15,181,3068,0BFC
1,1083,1441,166,16,182,5,0005
1,1083,1441,166,17,183,2424,0978
1,1087,1443,25012,0,25012,20,0014
1,1087,1443,25012,1,25013,7577,1D99
1,1087,1443,25012,2,25014,0,0000
1,1087,1443,25012,3,25015,0,0000
1,1087,1443,25012,4,25016,20,0014
1,1087,1443,25012,5,25017,9041,2351
1,1087,1443,25012,6,25018,0,0000
1,1087,1443,25012,7,25019,0,0000
1,1087,1443,25012,8,25020,0,0000
1,1087,1443,25012,9,25021,0,0000
1,1087,1443,25012,10,25022,0,0000
1,1087,1443,25012,11,25023,0,0000
1,1087,1443,25012,12,25024,0,0000
1,1087,1443,25012,13,25025,0,0000
1,1087,1443,25012,14,25026,0,0000
1,1087,1443,25012,15,25027,62160,F2D0
1,1089,1447,16,0,16,124,007C
1,1093,1451,102,0,102,0,0000
1,1093,1451,102,1,103,23107,5A43
1,1093,1451,102,2,104,0,0000
1,1093,1451,102,3,105,23051,5A0B
1,1093,1451,102,4,106,0,0000
1,1093,1451,102,5,107,22872,5958
1,1093,1451,102,6,108,2,0002
1,1093,1451,102,7,109,58431,E43F
1,1093,1451,102,8,110,2,0002
1,1093,1451,102,9,111,59662,E90E
1,1093,1451,102,10,112,2,0002
1,1093,1451,102,11,113,59627,E8EB
1,1093,1451,102,12,114,5,0005
1,1093,1451,102,13,115,1053,041D
1,1093,1451,102,14,116,5,0005
1,1093,1451,102,15,117,3309,0CED
1,1093,1451,102,16,118,5,0005
1,1093,1451,102,17,119,1507,05E3
1,1097,1453,166,0,166,20,0014
1,1097,1453,166,1,167,2282,08EA
1,1097,1453,166,2,168,0,0000
1,1097,1453,166,3,169,0,0000
1,1097,1453,166,4,170,20,0014
1,1097,1453,166,5,171,2825,0B09
1,1097,1453,166,6,172,0,0000
1,1097,1453,166,7,173,0,0000
1,1097,1453,166,8,174,0,0000
1,1097,1453,166,9,175,0,0000
1,1097,1453,166,10,176,0,0000
1,1097,1453,166,11,177,0,0000
1,1097,1453,166,12,178,0,0000
1,1097,1453,166,13,179,0,0000
1,1097,1453,166,14,180,0,0000
1,1097,1453,166,15,181,37775,938F
1,1103,1459,25012,0,25012,124,007C
1,1105,1463,16,0,16,0,0000
1,1105,1463,16,1,17,23108,5A44
1,1105,1463,16,2,18,0,0000
1,1105,1463,16,3,19,23077,5A25
1,1105,1463,16,4,20,0,0000
1,1105,1463,16,5,21,22928,5990
1,1105,1463,16,6,22,2,0002
1,1105,1463,16,7,23,58778,E59A
1,1105,1463,16,8,24,2,0002
1,1105,1463,16,9,25,60103,EAC7
1,1105,1463,16,10,26,2,0002
1,1105,1463,16,11,27,59779,E983
1,1105,1463,16,12,28,5,0005
1,1105,1463,16,13,29,2623,0A3F
1,1105,1463,16,14,30,5,0005
1,1105,1463,16,15,31,3429,0D65
1,1105,1463,16,16,32,5,0005
1,1105,1463,16,17,33,2576,0A10
1,1107,1467,102,0,102,20,0014
1,1107,1467,102,1,103,10928,2AB0
1,1107,1467,102,2,104,0,0000
1,1107,1467,102,3,105,0,0000
1,1107,1467,102,4,106,20,0014
1,1107,1467,102,5,107,11433,2CA9
1,1107,1467,102,6,108,0,0000
1,1107,1467,102,7,109,0,0000
1,1107,1467,102,8,110,0,0000
1,1107,1467,102,9,111,0,0000
1,1107,1467,102,10,112,0,0000
1,1107,1467,102,11,113,0,0000
1,1107,1467,102,12,114,0,0000
1,1107,1467,102,13,115,0,0000
1,1107,1467,102,14,116,0,0000
1,1107,1467,102,15,117,36535,8EB7
1,1109,1475,166,0,166,124,007C
1,1113,1479,25012,0,25012,0,0000
1,1113,1479,25012,1,25013,23314,5B12
1,1113,1479,25012,2,25014,0,0000
1,1113,1479,25012,3,25015,23382,5B56
1,1113,1479,25012,4,25016,0,0000
1,1113,1479,25012,5,25017,23141,5A65
1,1113,1479,25012,6,25018,2,0002
1,1113,1479,25012,7,25019,59579,E8BB
1,1113,1479,25012,8,25020,2,0002
1,1113,1479,25012,9,25021,60079,EAAF
1,1113,1479,25012,10,25022,2,0002
1,1113,1479,25012,11,25023,59629,E8ED
1,1113,1479,25012,12,25024,5,0005
1,1113,1479,25012,13,25025,2858,0B2A
1,1113,1479,25012,14,25026,5,0005
1,1113,1479,25012,15,25027,3148,0C4C
1,1113,1479,25012,16,25028,5,0005
1,1113,1479,25012,17,25029,2578,0A12
1,1115,1483,16,0,16,20,0014
1,1115,1483,16,1,17,18944,4A00
1,1115,1483,16,2,18,0,0000
1,1115,1483,16,3,19,0,0000
1,1115,1483,16,4,20,20,0014
1,1115,1483,16,5,21,20110,4E8E
1,1115,1483,16,6,22,0,0000
1,1115,1483,16,7,23,0,0000
1,1115,1483,16,8,24,0,0000
1,1115,1483,16,9,25,0,0000
1,1115,1483,16,10,26,0,0000
1,1115,1483,16,11,27,0,0000
1,1115,1483,16,12,28,0,0000
1,1115,1483,16,13,29,0,0000
1,1115,1483,16,14,30,0,0000
1,1115,1483,16,15,31,55710,D99E
1,1117,1487,102,0,102,2490,09BA
1,1117,1487,102,1,103,27262,6A7E
1,1117,1487,102,2,104,8,0008
1,1117,1487,102,3,105,54447,D4AF
1,1117,1487,102,4,106,2556,09FC
1,1117,1487,102,5,107,26544,67B0
1,1117,1487,102,6,108,18,0012
1,1117,1487,102,7,109,19134,4ABE
1,1117,1487,102,8,110,11,000B
1,1117,1487,102,9,111,15224,3B78
1,1117,1487,102,10,112,151,0097
1,1117,1487,102,11,113,33124,8164
1,1117,1487,102,12,114,1479,05C7
1,1117,1487,102,13,115,26364,66FC
1,1117,1487,102,14,116,3,0003
1,1117,1487,102,15,117,9637,25A5
1,1117,1487,102,16,118,0,0000
1,1117,1487,102,17,119,999,03E7
1,1117,1487,102,18,120,31,001F
1,1117,1487,102,19,121,9601,2581
1,1117,1487,102,20,122,0,0000
1,1117,1487,102,21,123,22796,590C
1,1117,1487,102,22,124,31,001F
1,1117,1487,102,23,125,5430,1536
1,1117,1487,102,24,126,0,0000
1,1117,1487,102,25,127,11809,2E21
1,1117,1487,102,26,128,0,0000
1,1117,1487,102,27,129,3,0003
1,1117,1487,102,28,130,17,0011
1,1117,1487,102,29,131,29226,722A
1,1117,1487,102,30,132,0,0000
1,1117,1487,102,31,133,2,0002
1,1117,1487,102,32,134,8,0008
1,1117,1487,102,33,135,53062,CF46
1,1117,1487,102,34,136,0,0000
1,1117,1487,102,35,137,5003,138B
1,1119,1489,166,0,166,124,007C
1,1123,1493,25012,0,25012,0,0000
1,1123,1493,25012,1,25013,23504,5BD0
1,1123,1493,25012,2,25014,0,0000
1,1123,1493,25012,3,25015,23436,5B8C
1,1123,1493,25012,4,25016,0,0000
1,1123,1493,25012,5,25017,23103,5A3F
1,1123,1493,25012,6,25018,2,0002
1,1123,1493,25012,7,25019,58980,E664
1,1123,1493,25012,8,25020,2,0002
1,1123,1493,25012,9,25021,59791,E98F
1,1123,1493,25012,10,25022,2,0002
1,1123,1493,25012,11,25023,59879,E9E7
1,1123,1493,25012,12,25024,5,0005
1,1123,1493,25012,13,25025,1698,06A2
1,1123,1493,25012,14,25026,5,0005
1,1123,1493,25012,15,25027,3442,0D72
1,1123,1493,25012,16,25028,5,0005
1,1123,1493,25012,17,25029,2341,0925
1,1125,1495,16,0,16,20,0014
1,1125,1495,16,1,17,22412,578C
1,1125,1495,16,2,18,0,0000
1,1125,1495,16,3,19,0,0000
1,1125,1495,16,4,20,20,0014
1,1125,1495,16,5,21,23684,5C84
1,1125,1495,16,6,22,0,0000
1,1125,1495,16,7,23,0,0000
1,1125,1495,16,8,24,0,0000
1,1125,1495,16,9,25,0,0000
1,1125,1495,16,10,26,0,0000
1,1125,1495,16,11,27,0,0000
1,1125,1495,16,12,28,0,0000
1,1125,1495,16,13,29,0,0000
1,1125,1495,16,14,30,0,0000
1,1125,1495,16,15,31,58251,E38B
1,1129,1499,102,0,102,124,007C
1,1133,1503,166,0,166,0,0000
1,1133,1503,166,1,167,23400,5B68
1,1133,1503,166,2,168,0,0000
1,1133,1503,166,3,169,23412,5B74
1,1133,1503,166,4,170,0,0000
1,1133,1503,166,5,171,23226,5ABA
1,1133,1503,166,6,172,2,0002
1,1133,1503,166,7,173,58627,E503
1,1133,1503,166,8,174,2,0002
1,1133,1503,166,9,175,59751,E967
1,1133,1503,166,10,176,2,0002
1,1133,1503,166,11,177,59511,E877
1,1133,1503,166,12,178,5,0005
1,1133,1503,166,13,179,1451,05AB
1,1133,1503,166,14,180,5,0005
1,1133,1503,166,15,181,3166,0C5E
1,1133,1503,166,16,182,5,0005
1,1133,1503,166,17,183,1545,0609
1,1139,1505,25012,0,25012,20,0014
1,1139,1505,25012,1,25013,21877,5575
1,1139,1505,25012,2,25014,0,0000
1,1139,1505,25012,3,25015,0,0000
1,1139,1505,25012,4,25016,20,0014
1,1139,1505,25012,5,25017,22237,56DD
1,1139,1505,25012,6,25018,0,0000
1,1139,1505,25012,7,25019,0,0000
1,1139,1505,25012,8,25020,0,0000
1,1139,1505,25012,9,25021,0,0000
1,1139,1505,25012,10,25022,0,0000
1,1139,1505,25012,11,25023,0,0000
1,1139,1505,25012,12,25024,0,0000
1,1139,1505,25012,13,25025,0,0000
1,1139,1505,25012,14,25026,0,0000
1,1139,1505,25012,15,25027,30964,78F4
1,1141,1509,16,0,16,124,007C
1,1143,1513,102,0,102,0,0000
1,1143,1513,102,1,103,23519,5BDF
1,1143,1513,102,2,104,0,0000
1,1143,1513,102,3,105,23573,5C15
1,1143,1513,102,4,106,0,0000
1,1143,1513,102,5,107,23382,5B56
1,1143,1513,102,6,108,2,0002
1,1143,1513,102,7,109,59235,E763
1,1143,1513,102,8,110,2,0002
1,1143,1513,102,9,111,59938,EA22
1,1143,1513,102,10,112,2,0002
1,1143,1513,102,11,113,59570,E8B2
1,1143,1513,102,12,114,5,0005
1,1143,1513,102,13,115,2329,0919
1,1143,1513,102,14,116,5,0005
1,1143,1513,102,15,117,3108,0C24
1,1143,1513,102,16,118,5,0005
1,1143,1513,102,17,119,2204,089C
1,1145,1515,166,0,166,20,0014
1,1145,1515,166,1,167,31348,7A74
1,1145,1515,166,2,168,0,0000
1,1145,1515,166,3,169,0,0000
1,1145,1515,166,4,170,20,0014
1,1145,1515,166,5,171,31802,7C3A
1,1145,1515,166,6,172,0,0000
1,1145,1515,166,7,173,0,0000
1,1145,1515,166,8,174,0,0000
1,1145,1515,166,9,175,0,0000
1,1145,1515,166,10,176,0,0000
1,1145,1515,166,11,177,0,0000
1,1145,1515,166,12,178,0,0000
1,1145,1515,166,13,179,0,0000
1,1145,1515,166,14,180,0,0000
1,1145,1515,166,15,181,34913,8861
1,1149,1519,25012,0,25012,124,007C
1,1151,1523,16,0,16,0,0000
1,1151,1523,16,1,17,23943,5D87
1,1151,1523,16,2,18,0,0000
1,1151,1523,16,3,19,23922,5D72
1,1151,1523,16,4,20,0,0000
1,1151,1523,16,5,21,23641,5C59
1,1151,1523,16,6,22,2,0002
1,1151,1523,16,7,23,59292,E79C
1,1151,1523,16,8,24,2,0002
1,1151,1523,16,9,25,59733,E955
1,1151,1523,16,10,26,2,0002
1,1151,1523,16,11,27,59545,E899
1,1151,1523,16,12,28,5,0005
1,1151,1523,16,13,29,2185,0889
1,1151,1523,16,14,30,5,0005
1,1151,1523,16,15,31,2819,0B03
1,1151,1523,16,16,32,5,0005
1,1151,1523,16,17,33,2338,0922
1,1153,1527,102,0,102,20,0014
1,1153,1527,102,1,103,48518,BD86
1,1153,1527,102,2,104,0,0000
1,1153,1527,102,3,105,0,0000
1,1153,1527,102,4,106,20,0014
1,1153,1527,102,5,107,50196,C414
1,1153,1527,102,6,108,0,0000
1,1153,1527,102,7,109,0,0000
1,1153,1527,102,8,110,0,0000
1,1153,1527,102,9,111,0,0000
1,1153,1527,102,10,112,0,0000
1,1153,1527,102,11,113,0,0000
1,1153,1527,102,12,114,0,0000
1,1153,1527,102,13,115,0,0000
1,1153,1527,102,14,116,1,0001
1,1153,1527,102,15,117,2028,07EC
1,1157,1535,166,0,166,124,007C
1,1161,1539,25012,0,25012,0,0000
1,1161,1539,25012,1,25013,23983,5DAF
1,1161,1539,25012,2,25014,0,0000
1,1161,1539,25012,3,25015,23934,5D7E
1,1161,1539,25012,4,25016,0,0000
1,1161,1539,25012,5,25017,23680,5C80
1,1161,1539,25012,6,25018,2,0002
1,1161,1539,25012,7,25019,58297,E3B9
1,1161,1539,25012,8,25020,2,0002
